"Code_Number","Aid_Year","Auto_Code_Clearing_Logic","Documents_Required","Additional_Notification_Message","Future_Auto_Clear"
"383","2016-2017","return true;","","",""
"384","2016-2017","return true;","","",""
"385","2016-2017","return true;","","",""
"386","2016-2017","return true;","","",""
"387","2016-2017","return true;","","",""
"388","2016-2017","return true;","","",""
"389","2016-2017","return true;","","",""
"390","2016-2017","return true;","","",""
"391","2016-2017","return true;","","",""
"392","2016-2017","return true;","","",""
"393","2016-2017","return true;","","",""
"394","2016-2017","return true;","","",""
"001","2017-2018","return true;","","",""
"002","2017-2018","return true;","","",""
"003","2017-2018","return true;","","",""
"004","2017-2018","return true;","","",""
"005","2017-2018","return true;","","",""
"006","2017-2018","return true;","","",""
"007","2017-2018","return true;","","",""
"008","2017-2018","return true;","","",""
"009","2017-2018","isir/ccodes/2018/108/AutoCodeClearing.groovy","","",""
"010","2017-2018","return true;","","",""
"011","2017-2018","return true;","","",""
"012","2017-2018","return true;","","",""
"013","2017-2018","return true;","","",""
"014","2017-2018","return true;","","",""
"015","2017-2018","return true;","","",""
"016","2017-2018","return true;","","",""
"017","2017-2018","return true;","","",""
"018","2017-2018","return true;","","",""
"019","2017-2018","return true;","","",""
"020","2017-2018","return false;","","",""
"021","2017-2018","return true;","","",""
"022","2017-2018","return true;","","",""
"024","2017-2018","return true;","","",""
"025","2017-2018","return true;","","",""
"026","2017-2018","return true;","","",""
"027","2017-2018","return true;","","",""
"028","2017-2018","return true;","","",""
"029","2017-2018","return true;","","",""
"030","2017-2018","return false;","","",""
"031","2017-2018","return true;","","",""
"032","2017-2018","return true;","","",""
"033","2017-2018","return false;","","",""
"034","2017-2018","return true;","","",""
"035","2017-2018","return true;","","",""
"036","2017-2018","return true;","","",""
"037","2017-2018","return true;","","",""
"038","2017-2018","return false;","","",""
"039","2017-2018","return false;","","",""
"040","2017-2018","return true;","","",""
"041","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"042","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"043","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"044","2017-2018","return true;","","",""
"045","2017-2018","return true;","","",""
"046","2017-2018","return false;","","","false"
"047","2017-2018","return true;","","",""
"048","2017-2018","return true;","","",""
"049","2017-2018","return true;","","",""
"050","2017-2018","return true;","","",""
"051","2017-2018","return true;","","",""
"052","2017-2018","return true;","","",""
"053","2017-2018","return false;","","",""
"054","2017-2018","return false;","","",""
"055","2017-2018","return true;","","",""
"056","2017-2018","return false;","","",""
"057","2017-2018","return false;","","",""
"058","2017-2018","return false;","","",""
"059","2017-2018","return true;","","",""
"060","2017-2018","return true;","","",""
"061","2017-2018","return true;","","",""
"062","2017-2018","return true;","","",""
"063","2017-2018","return false;","","",""
"064","2017-2018","return false;","","",""
"065","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"066","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"067","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"068","2017-2018","return true;","","",""
"069","2017-2018","return true;","","",""
"070","2017-2018","return true;","","",""
"071","2017-2018","return true;","","",""
"072","2017-2018","return true;","","",""
"073","2017-2018","return true;","","",""
"074","2017-2018","return true;","","",""
"075","2017-2018","return true;","","",""
"076","2017-2018","return true;","","",""
"077","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"078","2017-2018","return true;","","",""
"079","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"080","2017-2018","return true;","","",""
"081","2017-2018","return true;","","",""
"082","2017-2018","return true;","","",""
"083","2017-2018","return true;","","",""
"084","2017-2018","return true;","","",""
"085","2017-2018","return true;","","",""
"086","2017-2018","return false;","","",""
"087","2017-2018","return true;","","",""
"088","2017-2018","return true;","","",""
"089","2017-2018","return true;","","",""
"090","2017-2018","return false;","","",""
"091","2017-2018","return true;","","",""
"092","2017-2018","return true;","","",""
"093","2017-2018","return true;","","",""
"094","2017-2018","return true;","","",""
"095","2017-2018","return true;","","",""
"096","2017-2018","return true;","","",""
"097","2017-2018","return true;","","",""
"098","2017-2018","return true;","","",""
"099","2017-2018","return true;","","",""
"100","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"101","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"102","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"103","2017-2018","return true;","","",""
"104","2017-2018","return true;","","",""
"105","2017-2018","return false;","","","false"
"106","2017-2018","return true;","","",""
"107","2017-2018","return false;","","",""
"108","2017-2018","isir/ccodes/2018/108/AutoCodeClearing.groovy","","",""
"109","2017-2018","return false;","","","false"
"110","2017-2018","isir/ccodes/2018/108/AutoCodeClearing.groovy","","",""
"111","2017-2018","return true;","","",""
"112","2017-2018","return true;","","",""
"113","2017-2018","return true;","","",""
"114","2017-2018","return true;","","",""
"115","2017-2018","return false;","","",""
"116","2017-2018","return false;","","","false"
"117","2017-2018","return true;","","",""
"118","2017-2018","return true;","","",""
"119","2017-2018","return true;","","",""
"120","2017-2018","return true;","","",""
"121","2017-2018","return true;","","",""
"122","2017-2018","return true;","","",""
"123","2017-2018","return true;","","",""
"124","2017-2018","return false;","","",""
"125","2017-2018","return true;","","",""
"126","2017-2018","return true;","","",""
"127","2017-2018","return true;","","",""
"128","2017-2018","return true;","","",""
"129","2017-2018","return true;","","",""
"130","2017-2018","return true;","","",""
"131","2017-2018","return true;","","",""
"132","2017-2018","return false;","","",""
"133","2017-2018","return false;","","",""
"134","2017-2018","return false;","","",""
"135","2017-2018","return false;","","",""
"136","2017-2018","return false;","","",""
"137","2017-2018","return false;","","",""
"138","2017-2018","return false;","","",""
"139","2017-2018","return false;","","",""
"140","2017-2018","return true;","","",""
"141","2017-2018","return false;","","",""
"142","2017-2018","return false;","","","false"
"143","2017-2018","return true;","","",""
"144","2017-2018","return false;","","","false"
"145","2017-2018","return true;","","",""
"146","2017-2018","return false;","","",""
"148","2017-2018","return true;","","",""
"149","2017-2018","return true;","","",""
"150","2017-2018","return true;","","",""
"151","2017-2018","return true;","","",""
"152","2017-2018","return true;","","",""
"153","2017-2018","return true;","","",""
"154","2017-2018","return true;","","",""
"155","2017-2018","return true;","","",""
"156","2017-2018","return true;","","",""
"157","2017-2018","return true;","","",""
"158","2017-2018","return true;","","",""
"159","2017-2018","return true;","","",""
"160","2017-2018","return true;","","",""
"161","2017-2018","return true;","","",""
"162","2017-2018","return false;","","",""
"163","2017-2018","return true;","","",""
"164","2017-2018","return true;","","",""
"165","2017-2018","return true;","","",""
"166","2017-2018","return true;","","",""
"168","2017-2018","return true;","","",""
"169","2017-2018","return true;","","",""
"170","2017-2018","return true;","","",""
"171","2017-2018","return true;","","",""
"172","2017-2018","return true;","","",""
"173","2017-2018","return false;","","",""
"174","2017-2018","return true;","","",""
"175","2017-2018","return true;","","",""
"176","2017-2018","return true;","","",""
"177","2017-2018","return true;","","",""
"178","2017-2018","return true;","","",""
"179","2017-2018","return true;","","",""
"180","2017-2018","return false;","","",""
"190","2017-2018","return false;","","",""
"191","2017-2018","return false;","","",""
"195","2017-2018","return false;","","",""
"196","2017-2018","return false;","","",""
"198","2017-2018","return false;","","",""
"201","2017-2018","return false;","","",""
"202","2017-2018","return false;","","",""
"203","2017-2018","return false;","","",""
"205","2017-2018","return false;","","",""
"206","2017-2018","return false;","","",""
"209","2017-2018","return false;","","",""
"210","2017-2018","return false;","","",""
"211","2017-2018","return false;","","",""
"213","2017-2018","return false;","","",""
"214","2017-2018","return false;","","",""
"215","2017-2018","return false;","","",""
"216","2017-2018","return false;","","",""
"217","2017-2018","return false;","","",""
"218","2017-2018","return false;","","",""
"220","2017-2018","return false;","","",""
"222","2017-2018","return false;","","",""
"223","2017-2018","return false;","","",""
"224","2017-2018","return false;","","",""
"226","2017-2018","return false;","","",""
"227","2017-2018","return false;","","",""
"228","2017-2018","return false;","","",""
"229","2017-2018","return false;","","",""
"231","2017-2018","return false;","","",""
"232","2017-2018","return false;","","",""
"235","2017-2018","return false;","","",""
"238","2017-2018","return false;","","",""
"239","2017-2018","return false;","","",""
"247","2017-2018","return false;","","",""
"248","2017-2018","return false;","","",""
"251","2017-2018","return false;","","",""
"252","2017-2018","return false;","","",""
"253","2017-2018","return false;","","",""
"254","2017-2018","return false;","","",""
"255","2017-2018","return false;","","",""
"256","2017-2018","return false;","","",""
"257","2017-2018","return true;","","",""
"258","2017-2018","return true;","","",""
"259","2017-2018","return true;","","",""
"260","2017-2018","return false;","","",""
"267","2017-2018","return true;","","",""
"272","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"273","2017-2018","return true;","","",""
"274","2017-2018","return true;","","",""
"275","2017-2018","return true;","","",""
"276","2017-2018","return true;","","",""
"277","2017-2018","return true;","","",""
"278","2017-2018","return true;","","",""
"279","2017-2018","return true;","","",""
"280","2017-2018","return true;","","",""
"281","2017-2018","return true;","","",""
"282","2017-2018","return false;","","",""
"283","2017-2018","return true;","","",""
"284","2017-2018","return true;","","",""
"285","2017-2018","return true;","","",""
"286","2017-2018","return true;","","",""
"287","2017-2018","return true;","","",""
"288","2017-2018","return true;","","",""
"289","2017-2018","return false;","","",""
"290","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"291","2017-2018","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"292","2017-2018","return false;","","",""
"293","2017-2018","return false;","","",""
"294","2017-2018","return false;","","",""
"295","2017-2018","return true;","","",""
"296","2017-2018","return true;","","",""
"297","2017-2018","return true;","","",""
"298","2017-2018","return false;","","","false"
"299","2017-2018","return true;","","",""
"300","2017-2018","return true;","","",""
"301","2017-2018","return true;","","",""
"302","2017-2018","return true;","","",""
"303","2017-2018","return false;","","",""
"304","2017-2018","return false;","","",""
"305","2017-2018","return false;","","",""
"306","2017-2018","return false;","","",""
"307","2017-2018","return false;","","",""
"308","2017-2018","return true;","","",""
"309","2017-2018","return false;","","",""
"310","2017-2018","return false;","","",""
"311","2017-2018","return false;","","",""
"312","2017-2018","return false;","","",""
"313","2017-2018","return false;","","",""
"314","2017-2018","return false;","","",""
"315","2017-2018","return false;","","",""
"316","2017-2018","return false;","","",""
"317","2017-2018","return false;","","",""
"318","2017-2018","return false;","","",""
"319","2017-2018","return false;","","",""
"321","2017-2018","return false;","","",""
"326","2017-2018","return false;","","",""
"344","2017-2018","return false;","","",""
"345","2017-2018","return true;","","",""
"346","2017-2018","return true;","","",""
"347","2017-2018","return true;","","",""
"348","2017-2018","return true;","","",""
"349","2017-2018","return true;","","",""
"350","2017-2018","return true;","","",""
"351","2017-2018","return true;","","",""
"352","2017-2018","return true;","","",""
"353","2017-2018","return true;","","",""
"354","2017-2018","return true;","","",""
"355","2017-2018","return true;","","",""
"356","2017-2018","return true;","","",""
"357","2017-2018","return true;","","",""
"359","2017-2018","return false;","","","false"
"360","2017-2018","return false;","","","false"
"361","2017-2018","return true;","","",""
"362","2017-2018","return true;","","",""
"363","2017-2018","return true;","","",""
"364","2017-2018","return true;","","",""
"365","2017-2018","return true;","","",""
"366","2017-2018","return true;","","",""
"367","2017-2018","return true;","","",""
"368","2017-2018","return true;","","",""
"369","2017-2018","return true;","","",""
"370","2017-2018","return true;","","",""
"371","2017-2018","return true;","","",""
"372","2017-2018","return true;","","",""
"373","2017-2018","return true;","","",""
"374","2017-2018","return true;","","",""
"375","2017-2018","return true;","","",""
"376","2017-2018","return true;","","",""
"377","2017-2018","return true;","","",""
"378","2017-2018","return true;","","",""
"379","2017-2018","return true;","","",""
"380","2017-2018","return true;","","",""
"381","2017-2018","return true;","","",""
"382","2017-2018","return true;","","",""
"383","2017-2018","return true;","","",""
"384","2017-2018","return true;","","",""
"385","2017-2018","return true;","","",""
"386","2017-2018","return true;","","",""
"387","2017-2018","return true;","","",""
"388","2017-2018","return true;","","",""
"389","2017-2018","return true;","","",""
"390","2017-2018","return true;","","",""
"391","2017-2018","return true;","","",""
"392","2017-2018","return false;","","",""
"393","2017-2018","return false;","","",""
"394","2017-2018","return false;","","",""
"395","2017-2018","return true;","","",""
"396","2017-2018","return true;","","",""
"397","2017-2018","return true;","","",""
"398","2017-2018","return true;","","",""
"399","2017-2018","return false;","","",""
"001","2018-2019","return true;","","",""
"002","2018-2019","return true;","","",""
"003","2018-2019","return true;","","",""
"004","2018-2019","return true;","","",""
"005","2018-2019","return true;","","",""
"006","2018-2019","return true;","","",""
"007","2018-2019","return true;","","",""
"008","2018-2019","return true;","","",""
"009","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"010","2018-2019","return false;","","",""
"011","2018-2019","return false;","","",""
"012","2018-2019","return false;","","",""
"013","2018-2019","return true;","","",""
"014","2018-2019","return true;","","",""
"015","2018-2019","return true;","","",""
"016","2018-2019","return false;","","",""
"017","2018-2019","return false;","","",""
"018","2018-2019","return false;","","",""
"019","2018-2019","return true;","","",""
"020","2018-2019","return false;","","",""
"021","2018-2019","return true;","","",""
"022","2018-2019","return true;","","",""
"024","2018-2019","return false;","","",""
"025","2018-2019","return true;","","",""
"026","2018-2019","return true;","","",""
"027","2018-2019","return true;","","",""
"028","2018-2019","return true;","","",""
"029","2018-2019","return true;","","",""
"030","2018-2019","return false;","","",""
"031","2018-2019","return true;","","",""
"032","2018-2019","return true;","","",""
"033","2018-2019","return false;","","",""
"034","2018-2019","return true;","","",""
"035","2018-2019","return true;","","",""
"036","2018-2019","return true;","","",""
"037","2018-2019","return true;","","",""
"038","2018-2019","return false;","","",""
"039","2018-2019","return false;","","",""
"040","2018-2019","return false;","","",""
"041","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"042","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"043","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"044","2018-2019","return true;","","",""
"045","2018-2019","return true;","","",""
"046","2018-2019","return false;","","","false"
"047","2018-2019","return true;","","",""
"048","2018-2019","return true;","","",""
"049","2018-2019","return false;","","",""
"050","2018-2019","return true;","","",""
"051","2018-2019","return false;","","",""
"052","2018-2019","return true;","","",""
"053","2018-2019","return false;","","",""
"054","2018-2019","return false;","","",""
"055","2018-2019","return true;","","",""
"056","2018-2019","return false;","","",""
"057","2018-2019","return false;","","",""
"058","2018-2019","return false;","","",""
"059","2018-2019","return false;","","",""
"060","2018-2019","return false;","","",""
"061","2018-2019","return false;","","",""
"062","2018-2019","return false;","","",""
"063","2018-2019","return false;","","",""
"064","2018-2019","return false;","","",""
"065","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"066","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"067","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"068","2018-2019","return false;","","",""
"069","2018-2019","return false;","","",""
"070","2018-2019","return true;","","",""
"071","2018-2019","return true;","","",""
"072","2018-2019","return false;","","",""
"073","2018-2019","return true;","","",""
"074","2018-2019","return true;","","",""
"075","2018-2019","return true;","","",""
"076","2018-2019","return false;","","",""
"077","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"078","2018-2019","return true;","","",""
"079","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"080","2018-2019","return false;","","",""
"081","2018-2019","return true;","","",""
"082","2018-2019","return false;","","",""
"083","2018-2019","return false;","","",""
"084","2018-2019","return false;","","",""
"085","2018-2019","return true;","","",""
"086","2018-2019","return false;","","",""
"087","2018-2019","return true;","","",""
"088","2018-2019","return true;","","",""
"089","2018-2019","return false;","","",""
"090","2018-2019","return false;","","",""
"091","2018-2019","return true;","","",""
"092","2018-2019","return true;","","",""
"093","2018-2019","return true;","","",""
"094","2018-2019","return true;","","",""
"095","2018-2019","return true;","","",""
"096","2018-2019","return true;","","",""
"097","2018-2019","return true;","","",""
"098","2018-2019","return true;","","",""
"099","2018-2019","return false;","","",""
"100","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"101","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"102","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"103","2018-2019","return true;","","",""
"104","2018-2019","return true;","","",""
"105","2018-2019","return false;","","","false"
"106","2018-2019","return true;","","",""
"107","2018-2019","return false;","","",""
"108","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"109","2018-2019","return false;","","","false"
"110","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"111","2018-2019","return false;","","",""
"112","2018-2019","return true;","","",""
"113","2018-2019","return true;","","",""
"114","2018-2019","return false;","","",""
"115","2018-2019","return false;","","",""
"116","2018-2019","return false;","","","false"
"117","2018-2019","return true;","","",""
"118","2018-2019","return true;","","",""
"119","2018-2019","return false;","","",""
"120","2018-2019","return true;","","",""
"121","2018-2019","return true;","","",""
"122","2018-2019","return true;","","",""
"123","2018-2019","return true;","","",""
"124","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"125","2018-2019","return true;","","",""
"126","2018-2019","return false;","","",""
"127","2018-2019","return true;","","",""
"128","2018-2019","return true;","","",""
"129","2018-2019","return false;","","",""
"130","2018-2019","return false;","","",""
"131","2018-2019","return false;","","",""
"132","2018-2019","return false;","","",""
"133","2018-2019","return false;","","",""
"134","2018-2019","return false;","","",""
"135","2018-2019","return false;","","",""
"136","2018-2019","return false;","","",""
"137","2018-2019","return false;","","",""
"138","2018-2019","return false;","","",""
"139","2018-2019","return false;","","",""
"140","2018-2019","return false;","","",""
"141","2018-2019","return false;","","",""
"142","2018-2019","return false;","","","false"
"143","2018-2019","return true;","","",""
"144","2018-2019","return false;","","","false"
"145","2018-2019","return false;","","",""
"146","2018-2019","return false;","","",""
"148","2018-2019","return true;","","",""
"149","2018-2019","return true;","","",""
"150","2018-2019","return false;","","",""
"151","2018-2019","return false;","","",""
"152","2018-2019","return false;","","",""
"153","2018-2019","return false;","","",""
"154","2018-2019","return false;","","",""
"155","2018-2019","return false;","","",""
"156","2018-2019","return true;","","",""
"157","2018-2019","return true;","","",""
"158","2018-2019","return true;","","",""
"159","2018-2019","return true;","","",""
"160","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"161","2018-2019","return true;","","",""
"162","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"163","2018-2019","return true;","","",""
"164","2018-2019","return false;","","",""
"165","2018-2019","return true;","","",""
"166","2018-2019","return true;","","",""
"168","2018-2019","return false;","","",""
"169","2018-2019","return false;","","",""
"170","2018-2019","return true;","","",""
"171","2018-2019","return true;","","",""
"172","2018-2019","return true;","","",""
"173","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"174","2018-2019","return true;","","",""
"175","2018-2019","return true;","","",""
"176","2018-2019","return true;","","",""
"177","2018-2019","return true;","","",""
"178","2018-2019","return false;","","",""
"179","2018-2019","return false;","","",""
"180","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"190","2018-2019","return false;","","",""
"191","2018-2019","return false;","","",""
"195","2018-2019","return false;","","",""
"196","2018-2019","return false;","","",""
"198","2018-2019","return false;","","",""
"201","2018-2019","return false;","","",""
"202","2018-2019","return false;","","",""
"203","2018-2019","return false;","","",""
"205","2018-2019","return false;","","",""
"206","2018-2019","return false;","","",""
"209","2018-2019","return false;","","",""
"210","2018-2019","return false;","","",""
"211","2018-2019","return false;","","",""
"213","2018-2019","return false;","","",""
"214","2018-2019","return false;","","",""
"215","2018-2019","return false;","","",""
"216","2018-2019","return false;","","",""
"217","2018-2019","return false;","","",""
"218","2018-2019","return false;","","",""
"220","2018-2019","return false;","","",""
"222","2018-2019","return false;","","",""
"223","2018-2019","return false;","","",""
"224","2018-2019","return false;","","",""
"226","2018-2019","return false;","","",""
"227","2018-2019","return false;","","",""
"228","2018-2019","return false;","","",""
"229","2018-2019","return false;","","",""
"231","2018-2019","return false;","","",""
"232","2018-2019","return false;","","",""
"235","2018-2019","return false;","","",""
"238","2018-2019","return false;","","",""
"239","2018-2019","return false;","","",""
"247","2018-2019","return false;","","",""
"248","2018-2019","return false;","","",""
"251","2018-2019","return false;","","",""
"252","2018-2019","return false;","","",""
"253","2018-2019","return false;","","",""
"254","2018-2019","return false;","","",""
"255","2018-2019","return false;","","",""
"256","2018-2019","return false;","","",""
"257","2018-2019","return true;","","",""
"258","2018-2019","return true;","","",""
"259","2018-2019","return true;","","",""
"260","2018-2019","return false;","","",""
"267","2018-2019","return true;","","",""
"272","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"273","2018-2019","return true;","","",""
"274","2018-2019","return true;","","",""
"275","2018-2019","return true;","","",""
"276","2018-2019","return true;","","",""
"277","2018-2019","return true;","","",""
"278","2018-2019","return true;","","",""
"279","2018-2019","return true;","","",""
"280","2018-2019","return true;","","",""
"281","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"282","2018-2019","return false;","","",""
"283","2018-2019","return true;","","",""
"284","2018-2019","return true;","","",""
"285","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"286","2018-2019","return true;","","",""
"287","2018-2019","return true;","","",""
"288","2018-2019","return true;","","",""
"289","2018-2019","return false;","","",""
"290","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"291","2018-2019","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"292","2018-2019","return false;","","",""
"293","2018-2019","return false;","","",""
"294","2018-2019","return false;","","",""
"295","2018-2019","return true;","","",""
"296","2018-2019","return true;","","",""
"298","2018-2019","return false;","","","false"
"299","2018-2019","return true;","","",""
"300","2018-2019","return true;","","",""
"301","2018-2019","return true;","","",""
"302","2018-2019","return true;","","",""
"303","2018-2019","return false;","","",""
"304","2018-2019","return false;","","",""
"305","2018-2019","return false;","","",""
"306","2018-2019","return false;","","",""
"307","2018-2019","return false;","","",""
"308","2018-2019","return true;","","",""
"309","2018-2019","return false;","","",""
"310","2018-2019","return false;","","",""
"311","2018-2019","return false;","","",""
"312","2018-2019","return false;","","",""
"313","2018-2019","return false;","","",""
"314","2018-2019","return false;","","",""
"315","2018-2019","return false;","","",""
"316","2018-2019","return false;","","",""
"317","2018-2019","return false;","","",""
"318","2018-2019","return false;","","",""
"319","2018-2019","return false;","","",""
"321","2018-2019","return false;","","",""
"326","2018-2019","return false;","","",""
"344","2018-2019","return false;","","",""
"345","2018-2019","return true;","","",""
"346","2018-2019","return false;","","",""
"347","2018-2019","return false;","","",""
"348","2018-2019","return true;","","",""
"349","2018-2019","return true;","","",""
"350","2018-2019","return true;","","",""
"351","2018-2019","return true;","","",""
"352","2018-2019","return true;","","",""
"353","2018-2019","return true;","","",""
"354","2018-2019","return true;","","",""
"355","2018-2019","return true;","","",""
"356","2018-2019","return true;","","",""
"357","2018-2019","return true;","","",""
"359","2018-2019","return false;","","","false"
"360","2018-2019","return false;","","","false"
"361","2018-2019","return true;","","",""
"362","2018-2019","return true;","","",""
"363","2018-2019","return true;","","",""
"364","2018-2019","return true;","","",""
"365","2018-2019","return true;","","",""
"366","2018-2019","return true;","","",""
"367","2018-2019","return true;","","",""
"368","2018-2019","return true;","","",""
"369","2018-2019","return false;","","",""
"370","2018-2019","return false;","","",""
"371","2018-2019","return true;","","",""
"372","2018-2019","return true;","","",""
"373","2018-2019","return false;","","",""
"374","2018-2019","return true;","","",""
"375","2018-2019","return false;","","",""
"376","2018-2019","return true;","","",""
"377","2018-2019","return false;","","",""
"378","2018-2019","return true;","","",""
"379","2018-2019","return false;","","",""
"380","2018-2019","return true;","","",""
"381","2018-2019","return true;","","",""
"382","2018-2019","return true;","","",""
"383","2018-2019","return true;","","",""
"384","2018-2019","return true;","","",""
"385","2018-2019","return true;","","",""
"386","2018-2019","return true;","","",""
"387","2018-2019","return false;","","",""
"388","2018-2019","return false;","","",""
"389","2018-2019","return false;","","",""
"390","2018-2019","return true;","","",""
"391","2018-2019","return false;","","",""
"392","2018-2019","return false;","","",""
"393","2018-2019","return false;","","",""
"394","2018-2019","return false;","","",""
"400","2018-2019","return true;","","",""
"401","2018-2019","return true;","","",""
"001","2019-2020","return true;","","",""
"002","2019-2020","return true;","","",""
"003","2019-2020","return true;","","",""
"004","2019-2020","return true;","","",""
"005","2019-2020","return true;","","",""
"006","2019-2020","return true;","","",""
"007","2019-2020","return true;","","",""
"008","2019-2020","return true;","","",""
"009","2019-2020","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"010","2019-2020","return false;","","",""
"011","2019-2020","return false;","","",""
"012","2019-2020","return false;","","",""
"013","2019-2020","return true;","","",""
"014","2019-2020","return true;","","",""
"015","2019-2020","return true;","","",""
"016","2019-2020","return false;","","",""
"017","2019-2020","return false;","","",""
"018","2019-2020","return false;","","",""
"019","2019-2020","return true;","","",""
"020","2019-2020","return false;","","",""
"021","2019-2020","return true;","","",""
"022","2019-2020","return true;","","",""
"024","2019-2020","return false;","","",""
"025","2019-2020","return true;","","",""
"026","2019-2020","return true;","","",""
"027","2019-2020","return true;","","",""
"028","2019-2020","return true;","","",""
"029","2019-2020","return true;","","",""
"030","2019-2020","return false;","","",""
"031","2019-2020","return true;","","",""
"032","2019-2020","return true;","","",""
"033","2019-2020","return false;","","",""
"034","2019-2020","return true;","","",""
"035","2019-2020","return true;","","",""
"036","2019-2020","return true;","","",""
"037","2019-2020","return true;","","",""
"038","2019-2020","return false;","","",""
"039","2019-2020","return false;","","",""
"040","2019-2020","return false;","","",""
"041","2019-2020","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"042","2019-2020","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"043","2019-2020","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"044","2019-2020","return true;","","",""
"045","2019-2020","return true;","","",""
"046","2019-2020","return false;","","","false"
"047","2019-2020","return true;","","",""
"048","2019-2020","return true;","","",""
"049","2019-2020","return false;","","",""
"050","2019-2020","return true;","","",""
"051","2019-2020","return false;","","",""
"052","2019-2020","return true;","","",""
"053","2019-2020","return false;","","",""
"054","2019-2020","return false;","","",""
"055","2019-2020","return true;","","",""
"056","2019-2020","return false;","","",""
"057","2019-2020","return false;","","",""
"058","2019-2020","return false;","","",""
"059","2019-2020","return false;","","",""
"060","2019-2020","return false;","","",""
"061","2019-2020","return false;","","",""
"062","2019-2020","return false;","","",""
"063","2019-2020","return false;","","",""
"064","2019-2020","return false;","","",""
"065","2019-2020","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"066","2019-2020","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"067","2019-2020","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"068","2019-2020","return false;","","",""
"069","2019-2020","return false;","","",""
"070","2019-2020","return true;","","",""
"071","2019-2020","return true;","","",""
"072","2019-2020","return false;","","",""
"073","2019-2020","return true;","","",""
"074","2019-2020","return true;","","",""
"075","2019-2020","return true;","","",""
"076","2019-2020","return false;","","",""
"077","2019-2020","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"078","2019-2020","return true;","","",""
"079","2019-2020","isir/ccodes/2018/042/AutoCodeClearing.groovy","","",""
"080","2019-2020","return false;","","",""
"081","2019-2020","return true;","","",""
"082","2019-2020","return false;","","",""
"083","2019-2020","return false;","","",""
"084","2019-2020","return false;","","",""
"085","2019-2020","return true;","","",""
"086","2019-2020","return false;","","",""
"087","2019-2020","return true;","","",""
"088","2019-2020","return true;","","",""
"089","2019-2020","return false;","","",""
"090","2019-2020","return false;","","",""
